CUST_ID,REGISTRATION,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,BUYER_CATEGORY,LTV,DEMOGRAPHIC_CLUSTER,ONLINE_BEHAVIOR_CLUSTER,BUYING_BEHAVIOR_CLUSTER,MBA_Browse_1,MBA_Browse_2,MBA_Browse_3,Purchase_MBA_1,Purchase_MBA_2,Purchase_MBA_3,Instore_MBA_1,Instore_MBA_2,Instore_MBA_3,Line_Purchased,Line_Browsed,Line_Search,Line_PageView,Line_Affinity,$L-Line_Affinity,$LP-Line_Affinity,$LP-Big Screen TV,$LP-Computers,$LP-MP3,$LP-Receivers,$LP-Smart Phone,$LP-Speakers,$LP-Standard TV,PURCHASED_AE683260224O,PURCHASED_AE683260524O,PURCHASED_AE683260724O,PURCHASED_AE683260824O,PURCHASED_AE683666822O,PURCHASED_AE683666823O,PURCHASED_AE683666824O,PURCHASED_AE683667024O,PURCHASED_AE683668024O,PURCHASED_AE683769624O,PURCHASED_AE683769824O,PURCHASED_AE744080224O,PURCHASED_AE744080324O,PURCHASED_AE744080422O,PURCHASED_AE744080522O,PURCHASED_AE744870124O,PURCHASED_AE744870324O,PURCHASED_AE744870424O,PURCHASED_AE744870524O,PURCHASED_AE745285622O,PURCHASED_AE745285722O,PURCHASED_AE745285822O,PURCHASED_AE745285922O,PURCHASED_AE745286022O,PURCHASED_AE745486322O,PURCHASED_AE745486422O,PURCHASED_AE745486524O,PURCHASED_AE745486622O,PURCHASED_AE745486724O,PURCHASED_AE745486822O,BROWSED_AE683260224O,BROWSED_AE683260524O,BROWSED_AE683260724O,BROWSED_AE683260824O,BROWSED_AE683666822O,BROWSED_AE683666823O,BROWSED_AE683666824O,BROWSED_AE683667024O,BROWSED_AE683668024O,BROWSED_AE683769624O,BROWSED_AE683769824O,BROWSED_AE744080224O,BROWSED_AE744080324O,BROWSED_AE744080422O,BROWSED_AE744080522O,BROWSED_AE744870124O,BROWSED_AE744870324O,BROWSED_AE744870424O,BROWSED_AE744870524O,BROWSED_AE745285622O,BROWSED_AE745285722O,BROWSED_AE745285822O,BROWSED_AE745285922O,BROWSED_AE745286022O,BROWSED_AE745486322O,BROWSED_AE745486422O,BROWSED_AE745486524O,BROWSED_AE745486622O,BROWSED_AE745486724O,BROWSED_AE745486822O
"1161.000000","CRAIG.JACKSON@EMAIL3.COM",29,"F","S","Engineer","College",47157,1,6,0.375000,0,0.000000,0,0.000000,2,0.125000,47,2.937500,3044,608.800000,0,0.000000,0,0.000000,0,0.000000,86,5.375000,16,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Receivers","Computers","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","MP3","Big Screen TV","Standard TV","Standard TV",0.354361,0.136311,0.096101,0.099352,0.091650,0.108179,0.114047,0.354361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162.000000","DANIEL.MILLER@EMAIL3.COM",25,"M","S","Engineer","College",43034,1,2,0.500000,0,0.000000,0,0.000000,1,0.250000,12,3.000000,658,329.000000,0,0.000000,0,0.000000,0,0.000000,23,5.750000,4,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Computers","Receivers","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Smart Phone","Computers","MP3","Smart Phone","MP3",0.227824,0.096270,0.094438,0.227824,0.187785,0.085062,0.192038,0.116583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1163.000000","DUSTIN.ANDERSON@EMAIL2.COM",40,"M","S","Nursing","College",78490,1,4,1.000000,3,0.750000,3,0.750000,0,0.000000,30,7.500000,896,896.000000,647,647.000000,647,647.000000,647,161.750000,62,15.500000,4,"Repeat Buyer","LOW VALUE","MIDDLE INCOME SINGLE","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Standard TV","Computers","Speakers","Standard TV","Computers","Speakers","No Offer","No Offer","No Offer","Receivers","Receivers","Computers","Receivers","Receivers","Receivers",0.793130,0.001003,0.008671,0.174077,0.793130,0.016623,0.004084,0.002411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1164.000000","DUSTIN.DENNER@EMAIL3.COM",56,"F","S","Self Employed","College",66270,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000,10,3.333333,0,0.000000,0,0.000000,0,0.000000,0,0.000000,18,6.000000,3,"Visitor","LOW VALUE","MIDDLE INCOME SINGLE","VISITOR","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Computers","MP3","MP3","Computers",0.444522,0.080520,0.444522,0.072451,0.095357,0.075161,0.122017,0.109972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1165.000000","GREGORY.BAUER@EMAIL3.COM",36,"F","M","Unemployed","High School",24081,3,4,1.333333,0,0.000000,3,1.000000,0,0.000000,22,7.333333,1033,516.500000,734,367.000000,0,0.000000,734,244.666667,46,15.333333,3,"Product Viewer","LOW VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Computers","Speakers","3213","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Computers","Receivers","Receivers","Receivers",0.440510,0.004743,0.122078,0.204112,0.440510,0.015955,0.025474,0.187128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1166.000000","GREGORY.JACKSON@EMAIL1.COM",39,"M","M","Scientist","College",51836,4,12,0.545455,0,0.000000,2,0.090909,3,0.136364,108,4.909091,6973,774.777778,773,85.888889,0,0.000000,773,35.136364,211,9.590909,22,"Product Viewer","LOW VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","No Offer","No Offer","6202","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Speakers","Computers","Speakers","Speakers","Receivers",0.351150,0.099649,0.080181,0.126013,0.351150,0.170080,0.091363,0.081564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
"1167.000000","GREGORY.READY@EMAIL3.COM",35,"F","M","Private Sector","High School",33231,5,3,0.750000,0,0.000000,0,0.000000,1,0.250000,21,5.250000,1377,688.500000,0,0.000000,0,0.000000,0,0.000000,43,10.750000,4,"Product Viewer","LOW VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","MP3","Big Screen TV","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Smart Phone","Computers","Receivers","Smart Phone","Speakers",0.329896,0.047716,0.124433,0.088758,0.129368,0.141491,0.329896,0.138339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1168.000000","HARVEY.CORTEZ@EMAIL3.COM",28,"F","S","Financial analyst","College",30711,1,2,0.666667,0,0.000000,0,0.000000,2,0.666667,18,6.000000,620,310.000000,0,0.000000,0,0.000000,0,0.000000,40,13.333333,3,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Computers","Speakers","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","MP3","Big Screen TV","Receivers","MP3","Receivers",0.375511,0.059172,0.149431,0.206465,0.375511,0.065468,0.073090,0.070862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1169.000000","HELENA.ANDERSON@EMAIL1.COM",36,"F","U","Scientist","Post College",53461,2,19,0.575758,3,0.090909,5,0.151515,16,0.484848,181,5.484848,12506,735.647059,2815,165.588235,877,51.588235,2815,85.303030,381,11.545455,33,"Repeat Buyer","LOW VALUE","MARRIED WOMEN","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Smart Phone","No Offer","No Offer","3197","Speakers","MP3","No Offer","No Offer","No Offer","Receivers","MP3","MP3","MP3","Receivers","Standard TV",0.452266,0.010409,0.052782,0.056694,0.317815,0.053970,0.056066,0.452266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
"1170.000000","JACOB.JACKSON@EMAIL3.COM",36,"M","U","Engineer","Post College",69081,2,9,0.900000,0,0.000000,0,0.000000,1,0.100000,46,4.600000,4911,613.875000,0,0.000000,0,0.000000,0,0.000000,100,10.000000,10,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","Computers","Receivers","Standard TV","Standard TV",0.353389,0.094226,0.070846,0.065664,0.126277,0.052101,0.237496,0.353389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1171.000000","JASON.HILLORY@EMAIL3.COM",26,"M","S","Self Employed","High School",34324,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4,1.000000,4,"Visitor","LOW VALUE","MIDDLE INCOME SCHOOL EDUCATED","VISITOR","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Computers","Computers","Computers","Computers",0.357441,0.086047,0.357441,0.083828,0.111631,0.175781,0.162208,0.023064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172.000000","JESSICA.HILLORY@EMAIL1.COM",36,"F","M","Scientist","College",33777,4,4,1.000000,3,0.750000,3,0.750000,0,0.000000,30,7.500000,3036,3036.000000,1797,1797.000000,1797,1797.000000,1797,449.250000,62,15.500000,4,"Repeat Buyer","MEDIUM VALUE","MARRIED WOMEN","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Speakers","Standard TV","Computers","Speakers","Standard TV","Computers","No Offer","No Offer","No Offer","MP3","Big Screen TV","Computers","Big Screen TV","MP3","Big Screen TV",0.545682,0.545682,0.004310,0.220281,0.092520,0.070610,0.020342,0.046254,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1173.000000","JESSICA.ROBERTS@EMAIL1.COM",56,"F","M","Doctor","College",53987,6,0,0.000000,3,1.500000,3,1.500000,0,0.000000,5,2.500000,0,0.000000,2327,2327.000000,2327,2327.000000,2327,1163.500000,11,5.500000,2,"Repeat Buyer","MEDIUM VALUE","MARRIED WOMEN","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","No Offer","No Offer","No Offer","Standard TV","MP3","Receivers","No Offer","No Offer","No Offer","Speakers","Speakers","Computers","Computers","Speakers","Speakers",0.686745,0.123571,0.038717,0.074021,0.022356,0.039810,0.686745,0.014780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174.000000","KEITH.BARNFIELD@EMAIL1.COM",36,"F","M","Self Employed","High School",26875,5,2,0.666667,3,1.000000,3,1.000000,2,0.666667,14,4.666667,848,424.000000,1377,688.500000,1377,688.500000,1377,459.000000,32,10.666667,3,"Repeat Buyer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Standard TV","Computers","Receivers","Standard TV","Speakers","MP3","No Offer","No Offer","No Offer","Receivers","Receivers","Big Screen TV","MP3","Receivers","Receivers",0.416118,0.011065,0.183492,0.232531,0.416118,0.044249,0.090099,0.022445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1175.000000","KEITH.HOFFMAN@EMAIL3.COM",33,"M","S","Professor","College",30109,1,11,1.222222,1,0.111111,5,0.555556,2,0.222222,59,6.555556,8564,1427.333333,5010,835.000000,1299,216.500000,5010,556.666667,129,14.333333,9,"Buyer","MEDIUM VALUE","MIDDLE INCOME SINGLE","BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","MP3","Receivers","No Offer","6195","Standard TV","MP3","No Offer","No Offer","No Offer","Big Screen TV","Big Screen TV","Speakers","Big Screen TV","Big Screen TV","Big Screen TV",0.816914,0.816914,0.064642,0.018549,0.013794,0.026952,0.041524,0.017625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1176.000000","KEITH.JACKSON@EMAIL3.COM",54,"F","M","Nursing","College",61793,2,13,0.684211,0,0.000000,3,0.157895,2,0.105263,95,5.000000,7957,612.076923,1757,135.153846,0,0.000000,1757,92.473684,193,10.157895,19,"Product Viewer","LOW VALUE","MARRIED WOMEN","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Receivers","No Offer","3179","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","MP3","Speakers","Speakers","MP3","MP3",0.268282,0.150021,0.238274,0.268282,0.084272,0.150584,0.083845,0.024721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
"1177.000000","LINDSEY.BRINK@EMAIL3.COM",38,"F","M","Private Sector","High School",37466,5,6,0.857143,0,0.000000,1,0.142857,4,0.571429,38,5.428571,4144,690.666667,1199,199.833333,0,0.000000,1199,171.285714,76,10.857143,7,"Product Viewer","LOW VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","MP3","Computers","3196","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Big Screen TV","MP3","Big Screen TV","Big Screen TV","Receivers",0.244977,0.195246,0.105619,0.128628,0.244977,0.023854,0.148647,0.153029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1178.000000","MICHAEL.HOUSE@EMAIL3.COM",35,"M","U","Self Employed","College",43037,3,17,0.944444,0,0.000000,2,0.111111,2,0.111111,114,6.333333,8552,712.666667,728,60.666667,0,0.000000,728,40.444444,267,14.833333,18,"Product Viewer","LOW VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","3199","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","Computers","MP3","Standard TV","Standard TV",0.453437,0.047885,0.085981,0.039874,0.109866,0.128793,0.134163,0.453437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
"1179.000000","MICHAEL.JACKSON@EMAIL1.COM",49,"F","S","Scientist","College",61010,1,7,1.000000,0,0.000000,0,0.000000,2,0.285714,30,4.285714,5053,842.166667,0,0.000000,0,0.000000,0,0.000000,57,8.142857,7,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Receivers","Smart Phone","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Big Screen TV","Big Screen TV","Big Screen TV","Big Screen TV","Speakers",0.341344,0.147810,0.119121,0.113802,0.144233,0.039013,0.341344,0.094677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1180.000000","MICHAEL.JACKSON@EMAIL2.COM",43,"M","S","Engineer","Post College",88312,1,6,0.857143,0,0.000000,1,0.142857,3,0.428571,36,5.142857,3444,688.800000,199,39.800000,0,0.000000,199,28.428571,71,10.142857,7,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","MP3","Computers","3209","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","Speakers","Standard TV","Standard TV","Standard TV",0.387903,0.159487,0.054257,0.063632,0.234701,0.013456,0.086564,0.387903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1181.000000","MICHAEL.READY@EMAIL3.COM",28,"F","S","Engineer","Post College",36326,1,1,0.250000,0,0.000000,0,0.000000,0,0.000000,17,4.250000,1099,1099.000000,0,0.000000,0,0.000000,0,0.000000,36,9.000000,4,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Standard TV","MP3","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Big Screen TV","Computers","Big Screen TV","Big Screen TV","Big Screen TV",0.577777,0.577777,0.101339,0.041723,0.090797,0.022734,0.084487,0.081144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182.000000","ROBERT.ANDERSON@EMAIL1.COM",46,"F","M","Engineer","College",70279,5,18,1.500000,3,0.250000,7,0.583333,1,0.083333,83,6.916667,12008,1091.636364,4843,440.272727,1447,131.545455,4843,403.583333,178,14.833333,12,"Repeat Buyer","MEDIUM VALUE","HIGH INCOME FAMILY","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Receivers","Smart Phone","No Offer","3187","MP3","Big Screen TV","No Offer","No Offer","No Offer","Receivers","Big Screen TV","Computers","Computers","Receivers","Computers",0.344553,0.305108,0.344553,0.037949,0.098243,0.004362,0.052686,0.157099,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
"1183.000000","ROSS.ANDERSON@EMAIL3.COM",30,"F","M","Private Sector","High School",17830,4,3,1.000000,3,1.000000,3,1.000000,1,0.333333,32,10.666667,1177,1177.000000,997,997.000000,997,997.000000,997,332.333333,72,24.000000,3,"Repeat Buyer","LOW VALUE","MIDDLE INCOME SCHOOL EDUCATED","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Receivers","Computers","Speakers","Computers","Speakers","Big Screen TV","No Offer","No Offer","No Offer","MP3","Standard TV","Computers","Standard TV","MP3","MP3",0.457969,0.028213,0.015644,0.457969,0.318865,0.014911,0.029294,0.135104,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184.000000","STEVEN.MILLER@EMAIL3.COM",29,"F","U","Private Sector","High School",33218,2,3,0.500000,5,0.833333,5,0.833333,0,0.000000,32,5.333333,1877,375.400000,2204,440.800000,2204,440.800000,2204,367.333333,65,10.833333,6,"Repeat Buyer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","MP3","Computers","Standard TV","Computers","Speakers","MP3","No Offer","No Offer","No Offer","Standard TV","Smart Phone","Computers","Speakers","Standard TV","Standard TV",0.684890,0.085394,0.006583,0.018528,0.115692,0.013909,0.075003,0.684890,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1185.000000","STUART.DENNER@EMAIL3.COM",45,"M","M","Accountant","College",58745,6,3,1.000000,3,1.000000,3,1.000000,0,0.000000,20,6.666667,1107,369.000000,2227,742.333333,2227,742.333333,2227,742.333333,33,11.000000,3,"Repeat Buyer","MEDIUM VALUE","MARRIED MEN","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","MP3","Computers","Big Screen TV","Receivers","Computers","MP3","No Offer","No Offer","No Offer","Big Screen TV","Standard TV","Computers","Standard TV","Big Screen TV","Speakers",0.459270,0.186736,0.010941,0.059857,0.024737,0.115603,0.459270,0.142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1186.000000","TREVOR.MILLER@EMAIL3.COM",27,"M","S","Nursing","Post College",72154,1,15,0.882353,0,0.000000,4,0.235294,6,0.352941,112,6.588235,8825,735.416667,2201,183.416667,0,0.000000,2201,129.470588,243,14.294118,17,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","6177","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Computers","Computers","Receivers","Receivers",0.200875,0.084346,0.140083,0.176909,0.200875,0.100781,0.124744,0.172261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
"1187.000000","WILLIAM.HILLORY@EMAIL2.COM",55,"M","M","Nursing","College",57007,3,6,2.000000,0,0.000000,3,1.000000,3,1.000000,36,12.000000,2524,841.333333,1147,382.333333,0,0.000000,1147,382.333333,80,26.666667,3,"Product Viewer","LOW VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Computers","Smart Phone","3200","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Computers","Standard TV","Receivers","Receivers",0.337266,0.030294,0.096628,0.179896,0.337266,0.029139,0.051971,0.274805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1188.000000","WILLIAM.HOUSE@EMAIL3.COM",32,"F","U","Financial analyst","College",42833,3,6,2.000000,2,0.666667,3,1.000000,0,0.000000,34,11.333333,3824,1912.000000,1947,973.500000,748,374.000000,1947,649.000000,80,26.666667,3,"Repeat Buyer","LOW VALUE","MARRIED WOMEN","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Speakers","Computers","Receivers","3196","Speakers","Computers","No Offer","No Offer","No Offer","Standard TV","Big Screen TV","Computers","Big Screen TV","Standard TV","Standard TV",0.831552,0.006756,0.017068,0.106621,0.007639,0.017908,0.012456,0.831552,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
